
10456,,,1191,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ARTICLES 14 & 15,,,,,,,,2614,,,,38,,

10456,,,1195,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2614,,,,35,,

10456,,,1197 TO 1199,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2614,,,,33,,

10456,,,1214,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2663,,,,1,,

10456,,,1216,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2663,,,,1,,

10456,,,1222,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2663,,,,7,,

10456,,,1226,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2663,,,,9,,

10456,,,1227,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2615,,,,53,,

10456,,,1233,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2615,,,,52,,

10456,,,1234,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2663,,,,13,,

10456,,,1239,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2615,,,,50,,

10456,,,1245,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2615,,,,48,,

10456,,,1272,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2663,,,,29,,

10456,,,1306,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2961,,,,18,,

10456,,,1310,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2961,,,,18,,

10456,,,1316,,,,BOSTON,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,,2961,,,,25,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page30of 130,,,
,,,,,,,,,,,,,,,,,,,,,,,ListofBronxBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,STSUFX2,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,,,BLOCK,,,,LOT,,

10456,,,1317,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,2934,,,,7501,,

10456,,,1351,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-G,,,,,,ARTICLE 11,,,,2934,,,,50,,

10456,,,1354 TO 1360,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2962,,,,1,,

10456,,,1357,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2934,,,,47,,

10456,,,1361,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2934,,,,45,,

10456,,,1370,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2962,,,,7,,

10456,,,1374,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2962,,,,9,,

10456,,,1378,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2962,,,,11,,

10456,,,1380,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,2962,,,,12,,

10456,,,1382,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,421-G,,,,2962,,,,13,,

10456,,,1384,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2962,,,,15,,

10456,,,1390,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2962,,,,17,,

10456,,,1392,,,,BOSTON,,,,,,RD,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2962,,,,19,,

10456,,,1194,,,,BROOK,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2393,,,,5,,

10456,,,1221,,,,BROOK,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2394,,,,24,,

10456,,,1011,,,,CARROLL,,,,,,PL,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2461,,,,111,,

10456,,,1040 TO 1050,,,,CARROLL,,,,,,PL,,,,179 TO 187,,,,E 165TH,,,ST,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2456,,,,1,,

10456,,,1064 TO 1070,,,,CARROLL,,,,,,PL,,,,182 TO 190,,,,E 166TH,,,ST,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2456,,,,8,,

10456,,,1098 TO 1112,,,,CARROLL,,,,,,PL,,,,185,,,,E 166TH,,,ST,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2456,,,,65,,

10456,,,766 TO 768,,,,CAULDWELL,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2629,,,,13,,

10456,,,891,,,,CAULDWELL,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2627,,,,47,,

10456,,,893,,,,CAULDWELL,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,ROOMINGHOUSE,,,,,,,,,,2627,,,,46,,

10456,,,1030,,,,CAULDWELL,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2633,,,,4,,

10456,,,1033,,,,CAULDWELL,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,2622,,,,52,,

10456,,,1064,,,,CAULDWELL,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2633,,,,10,,

10456,,,1040,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,,2425,,,,2,,

10456,,,1046,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2425,,,,5,,

10456,,,1100,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2426,,,,2,,

10456,,,1101 TO 1109,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,,2429,,,,34,,

10456,,,1104,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2426,,,,3,,

10456,,,1108 TO 1120,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,ARTICLE 11,,,,2426,,,,4,,

10456,,,1132,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,ARTICLE 11,,,,2426,,,,8,,

10456,,,1139,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,,2429,,,,24,,

10456,,,1140 TO 1150,,,,CLAY,,,,,,AVE,,,,380,,,,E 167TH,,,ST,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,ARTICLE 11,,,,2426,,,,12,,

10456,,,1145,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2429,,,,19,,

10456,,,1168,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,2426,,,,51,,

10456,,,1170,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,2426,,,,151,,

10456,,,1171,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2430,,,,43,,

10456,,,1172,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,2426,,,,152,,

10456,,,1174,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,2426,,,,153,,

10456,,,1175,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,2430,,,,41,,

10456,,,1178,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,,2426,,,,53,,

10456,,,1179,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,2430,,,,39,,

10456,,,1182,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2426,,,,54,,

10456,,,1186,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,2426,,,,55,,

10456,,,1187,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,2430,,,,35,,

10456,,,1190,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,,2426,,,,56,,

10456,,,1191,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,2430,,,,33,,

10456,,,1194,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,,2426,,,,57,,

10456,,,1198,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,2426,,,,58,,

10456,,,1208,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2426,,,,60,,

10456,,,1210,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,,2426,,,,61,,

10456,,,1256,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,2427,,,,13,,

10456,,,1268,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,2427,,,,18,,

10456,,,1297,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,2782,,,,146,,

10456,,,1394,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,,2887,,,,82,,

10456,,,1398,,,,CLAY,,,,,,AVE,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,GARDENCOMPLEX,,,,,,,,,,2887,,,,84,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page31of 130,,,
,,,,,,,,,,,,,,,,,,,,,,,,ListofBronxBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,STREET1,,,,,STSUFX1,,,,,BLDGNO2,,,,STREET2,,,STSUFX2,,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,,STATUS3,,,BLOCK,,,,LOT,,

10456,,,1402,,,,,CLAY,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,GARDENCOMPLEX,,,,,,,,2887,,,,86,,

10456,,,1420 TO 1434,,,,,CLAY,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2887,,,,88,,

10456,,,1436,,,,,CLAY,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2887,,,,94,,

10456,,,1450,,,,,CLAY,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2887,,,,9100,,

10456,,,1370A,,,,,CLAY,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (1-15),,,2887,,,,30,,

10456,,,1370B,,,,,CLAY,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (1-15),,,2887,,,,31,,

10456,,,1309,,,,,CLINTON,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2933,,,,61,,

10456,,,1329 TO 1331,,,,,CLINTON,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2933,,,,51,,

10456,,,1344,,,,,CLINTON,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ARTICLE 11,,,,,,,,2934,,,,19,,

10456,,,1360,,,,,CLINTON,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2934,,,,23,,

10456,,,1418,,,,,CLINTON,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2936,,,,44,,

10456,,,928,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2423,,,,53,,

10456,,,946 TO 964,,,,,COLLEGE,,,,,AVE,,,,,310,,,,E 164TH,,,ST,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2423,,,,65,,

10456,,,965,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2423,,,,35,,

10456,,,1051,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2437,,,,24,,

10456,,,1055,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2437,,,,22,,

10456,,,1105,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2438,,,,85,,

10456,,,1106,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2434,,,,3,,

10456,,,1110,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2434,,,,4,,

10456,,,1114,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2434,,,,6,,

10456,,,1115,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2438,,,,80,,

10456,,,1124,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2434,,,,9,,

10456,,,1130,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2434,,,,10,,

10456,,,1134,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,GARDENCOMPLEX,,,,,,,,2434,,,,12,,

10456,,,1142 TO 1146,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2434,,,,15,,

10456,,,1200,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2435,,,,7,,

10456,,,1205,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2439,,,,90,,

10456,,,1212,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2435,,,,10,,

10456,,,1216,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2435,,,,12,,

10456,,,1220,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,2435,,,,14,,

10456,,,1221,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2439,,,,80,,

10456,,,1237,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,2439,,,,69,,

10456,,,1259,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2439,,,,59,,

10456,,,1265,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2439,,,,57,,

10456,,,1269,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2439,,,,55,,

10456,,,1302,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2783,,,,7,,

10456,,,1306 TO 1308,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2783,,,,8,,

10456,,,1323,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2785,,,,64,,

10456,,,1329,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2785,,,,63,,

10456,,,1335,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,2785,,,,56,,

10456,,,1361,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,2785,,,,54,,

10456,,,1365,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2785,,,,50,,

10456,,,1369,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2785,,,,48,,

10456,,,1374,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2783,,,,30,,

10456,,,1378,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2783,,,,32,,

10456,,,1382,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,2783,,,,35,,

10456,,,1405,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2786,,,,30,,

10456,,,1412,,,,,COLLEGE,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,,2784,,,,3,,

10456,,,672,,,,,CROTONA,,,,,PARK S,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2937,,,,42,,

10456,,,1382 TO 1388,,,,,CROTONA,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2937,,,,1,,

10456,,,1394,,,,,CROTONA,,,,,AVE,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2937,,,,7,,

10456,,,1451,,,,,CROTONA,,,,,PL,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2927,,,,31,,

10456,,,724,,,,,E 160TH,,,,,ST,,,,,834 TO 838,,,,JACKSON,,,AVE,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2647,,,,14,,

10456,,,575,,,,,E 161ST,,,,,ST,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2620,,,,1,,

10456,,,611,,,,,E 161ST,,,,,ST,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2627,,,,1,,

10456,,,621,,,,,E 161ST,,,,,ST,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,2627,,,,58,,

10456,,,754,,,,,E 161ST,,,,,ST,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2657,,,,9,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page32of 130,,,
,,,,,,,,,,,,,,,,,,,,ListofBronxBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,STREET1,,,STSUFX1,,,BLDGNO2,,,,STREET2,,,,,STSUFX2,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,STATUS3,,,,BLOCK,,,,LOT,,

10456,,,574 TO 576,,,E 163RD,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2620,,,,25,,

10456,,,578 TO 580,,,E 163RD,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2620,,,,27,,

10456,,,586,,,E 163RD,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2620,,,,29,,

10456,,,601,,,E 163RD,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2621,,,,32,,

10456,,,796,,,E 163RD,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2668,,,,30,,

10456,,,186,,,E 164TH,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2461,,,,70,,

10456,,,215,,,E 164TH,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,2455,,,,53,,

